fieldsurfacetype, streetno, sportsplayed, facilityname, numberfieldcourts, facilitycondition, facilityupgradeage, postcode, facility_id, facilityage, streettype, changerooms, longitude, latitude, objectid, faciltysportplayedid, suburbtown, lga, streetname
"Wooden Gymnasium","4","Netball (Indoor)","Cardinia Life",8,"5. Very Good","N/A",3810,"CARDIN10994","6 - 10 Years","Way","Female, Male, Umpire/Officials",145.459522999967,-38.0659089988085,1869,23305,"PAKENHAM","CARDINIA","Olympic"
null,null,"Sailing","Lakeside Sailing Club- Pakenham",null,null,null,3810,"CARDIN11226",null,"Parade",null,145.44993299975,-38.0665729989053,1870,26786,"PAKENHAM","CARDINIA","cormorant"
null,"3c","Shooting Sports","Beaconsfield Pistol Club",null,null,null,3807,"CARDIN11176",null,"Avenue",null,145.375495999783,-38.0574359994572,1871,27180,"BEACONSFIELD","CARDINIA","Kenilworth"
null,null,"Shooting Sports","Lang Lang Pistol Club",null,null,null,3984,"CARDIN11186",null,"Road",null,145.558692000514,-38.2680689987492,1872,27181,"LANG LANG","CARDINIA","Westernport"
null,null,"Shooting Sports","Lang Lang Rifle Range",1,"4. Good","11 + Years",3984,"CARDIN11022","26 - 50 Years","Road",null,145.577917999977,-38.2699699990845,1873,23360,"LANG LANG","CARDINIA","Range"
null,null,"Skating","Cockatoo Bowls & Tennis Club",1,null,null,3781,"CARDIN10992",null,"Road",null,145.490574999954,-37.9370949989995,1874,23299,"COCKATOO","CARDINIA","Pakenham"
null,null,"Skating","Garfield Recreation Reserve",1,null,null,3814,"CARDIN11007",null,"Street",null,145.677927000112,-38.0945919992851,1875,23336,"GARFIELD","CARDINIA","Beswick"
null,null,"Skating","Gembrook Leisure park",1,null,null,3783,"CARDIN11008",null,"Road",null,145.554043000011,-37.9534049988,1876,23338,"GEMBROOK","CARDINIA","Gembrook"
null,null,"Skating","Koo Wee Rup Bowls & Tennis Club",1,null,null,3981,"CARDIN11016",null,"Road",null,145.485264000037,-38.2010469992572,1877,23349,"KOO WEE RUP","CARDINIA","Rossiter"
null,null,"Skating","Lang Lang Tennis Club",1,null,null,3984,"CARDIN11024",null,"Street",null,145.566515000204,-38.2649869988898,1878,23365,"LANG LANG","CARDINIA","Roseberry"
null,null,"Skating","Pakenham Bowls & Tennis Club",1,null,null,3810,"CARDIN11032",null,"Street",null,145.48311000046,-38.0737279987638,1879,23386,"PAKENHAM","CARDINIA","Anderson"
"Grass",null,"Soccer","Bunyip Showgwrounds Reserve",2,"2. Poor","N/A",3815,"CARDIN10991","26 - 50 Years","Road",null,145.719056000543,-38.1012759987906,1880,23295,"BUNYIP","CARDINIA","Longwarry"
"Grass",null,"Soccer","Cardinia Recreation Reserve",1,"4. Good","N/A",3978,"CARDIN10995","11 - 25 Years","Road",null,145.427790999628,-38.1474149994353,1881,23309,"CARDINIA","CARDINIA","Ballarto"
"Grass",null,"Soccer","Lakeside Recreation Reserve",1,"4. Good","N/A",3810,"CARDIN11019","11 - 25 Years","Drive","Umpire/Officials, Unisex",145.437547999976,-38.0677169992745,1882,23357,"PAKENHAM","CARDINIA","Shearwater"
"Wooden Gymnasium","4","Soccer (Indoor Soccer / Futsal)","Cardinia Life",8,"5. Very Good","N/A",3810,"CARDIN10994","6 - 10 Years","Way","Female, Male, Umpire/Officials",145.459522999967,-38.0659089988085,1883,23306,"PAKENHAM","CARDINIA","Olympic"
"25m Pool - Indoor, Program Pool, Toddlers Pool","4","Swimming","Cardinia Life",null,"5. Very Good","N/A",3810,"CARDIN10994","6 - 10 Years","Way","Female, Male, Umpire/Officials",145.459522999967,-38.0659089988085,1884,23307,"PAKENHAM","CARDINIA","Olympic"
"Recreation / Play Water Space",null,"Swimming","Emerald Lake wading Pool",1,"3. Average","1 - 5 Years",3782,"CARDIN11003","51 Years +","Road",null,145.44574199953,-37.9294649986401,1885,23327,"EMERALD","CARDINIA","Emerald Lake"
"25m Pool - Indoor, Childrens Learning Pool, Toddlers Pool",null,"Swimming","Garfield Community Swimming Pool",null,"4. Good","Upgrade in progress",3814,"CARDIN11005","26 - 50 Years","Street","Female, Male",145.677927000112,-38.0945919992851,1886,23329,"GARFIELD","CARDINIA","Beswick"
"30m Pool - Outdoor, Childrens Learning Pool, Toddlers Pool",null,"Swimming","koo Wee Rup Swimming Pool",null,"4. Good","1 - 5 Years",3981,"CARDIN11018","26 - 50 Years","Road","Female, Male",145.485264000037,-38.2010469992572,1887,23355,"KOO WEE RUP","CARDINIA","Rossiter"
"50m Pool - Outdoor, Childrens Learning Pool",null,"Swimming","Pakenham Outdoor Pool",1,"5. Very Good","6 - 10 Years",3810,"CARDIN11034","51 Years +","Street","Female, Male",145.48311000046,-38.0737279987638,1888,23389,"PAKENHAM","CARDINIA","Anderson"
"Artificial Turf",null,"Tennis (Outdoor)","Beaconsfield Recreation Reserve",4,"3. Average","11 + Years",3807,"CARDIN10988","26 - 50 Years","Road",null,145.367485999668,-38.0413159993806,1889,23287,"BEACONSFIELD","CARDINIA","Beaconsfield-Emerald"
"Hard Court",null,"Tennis (Outdoor)","Beaconsfield Recreation Reserve",2,"5. Very Good","1 - 5 Years",3807,"CARDIN10988","26 - 50 Years","Road",null,145.367485999668,-38.0413159993806,1890,23288,"BEACONSFIELD","CARDINIA","Beaconsfield-Emerald"
"Artificial Turf",null,"Tennis (Outdoor)","Bunyip Showgwrounds Reserve",6,"2. Poor","N/A",3815,"CARDIN10991","26 - 50 Years","Road","Umpire/Officials, Unisex",145.719056000543,-38.1012759987906,1891,23296,"BUNYIP","CARDINIA","Longwarry"
"Asphalt",null,"Tennis (Outdoor)","Cardinia Recreation Reserve",4,"3. Average","11 + Years",3978,"CARDIN10995","26 - 50 Years","Road",null,145.427790999628,-38.1474149994353,1892,23310,"CARDINIA","CARDINIA","Ballarto"
"Artificial Turf",null,"Tennis (Outdoor)","Catani Recreation Reserve",4,"5. Very Good","N/A",3981,"CARDIN10996","26 - 50 Years","Road","Unisex",145.639394000522,-38.1941759994181,1893,23315,"CATANI","CARDINIA","Taplins"
"Synthetic",null,"Tennis (Outdoor)","Chandler Recreation Reserve",2,"3. Average",null,3782,"CARDIN10997","26 - 50 Years","Road","Umpire/Officials, Unisex",145.463604000187,-37.924097999133,1894,23319,"AVONSLEIGH","CARDINIA","Belgrave-Gembrook"
"Artificial Turf",null,"Tennis (Outdoor)","Cockatoo Bowls & Tennis Club",4,"5. Very Good","1 - 5 Years",3781,"CARDIN10992","26 - 50 Years","Road",null,145.490574999954,-37.9370949989995,1895,23300,"COCKATOO","CARDINIA","Pakenham"
"Plexipave",null,"Tennis (Outdoor)","Garfield Recreation Reserve",2,null,null,3814,"CARDIN11007",null,"Street",null,145.677927000112,-38.0945919992851,1896,23337,"GARFIELD","CARDINIA","Beswick"
"Artificial Turf",null,"Tennis (Outdoor)","Koo Wee Rup Bowls & Tennis Club",2,null,null,3981,"CARDIN11016",null,"Road",null,145.485264000037,-38.2010469992572,1897,23350,"KOO WEE RUP","CARDINIA","Rossiter"
"Plexipave",null,"Tennis (Outdoor)","Lang Lang Tennis Club",4,"4. Good","N/A",3984,"CARDIN11024","11 - 25 Years","Street",null,145.566515000204,-38.2649869988898,1898,23366,"LANG LANG","CARDINIA","Roseberry"
"Asphalt",null,"Tennis (Outdoor)","Maryknoll Recreation Reserve",2,"5. Very Good","N/A",3812,"CARDIN11026","0 - 5 Years","Road","Unisex",145.604733999936,-38.0367799993314,1899,23368,"MARYKNOLL","CARDINIA","Marrakilla"
"Asphalt",null,"Tennis (Outdoor)","Nar Nar Goon Recreation Reserve",3,"3. Average","N/A",3812,"CARDIN11029","26 - 50 Years","Street","Unisex",145.572546000217,-38.0843859992111,1900,23378,"NAR NAR GOON","CARDINIA","Spencer"
"Artificial Turf",null,"Tennis (Outdoor)","Officer Recreation Reserve",6,"4. Good",null,3809,"CARDIN11030","26 - 50 Years","Hwy",null,145.417171000057,-38.0602269987516,1901,23382,"OFFICER","CARDINIA","Princes"
"Artificial Turf",null,"Tennis (Outdoor)","Pakenham Bowls & Tennis Club",6,"4. Good","1 - 5 Years",3810,"CARDIN11032","26 - 50 Years","Street","Unisex",145.48311000046,-38.0737279987638,1902,23387,"PAKENHAM","CARDINIA","Anderson"
"Artificial Turf",null,"Tennis (Outdoor)","Pakenham Regional Tennis Centre",18,"5. Very Good","N/A",3810,"CARDIN11035","0 - 5 Years","Way","Female, Male",145.48604000041,-38.0868059991399,1903,23390,"PAKENHAM","CARDINIA","Webster"
"Artificial Turf",null,"Tennis (Outdoor)","Pakenham Upper Recreation Reserve",4,"5. Very Good","< 1 Years",3810,"CARDIN11036","0 - 5 Years","Road","Unisex",145.511570000186,-38.0134589994602,1904,23392,"PAKENHAM UPPER","CARDINIA","Pakenham"
"Asphalt",null,"Tennis (Outdoor)","Rythdale Recreation Reserve",2,"3. Average","N/A",3810,"CARDIN11039","26 - 50 Years","Road",null,145.468554000499,-38.1344889987134,1905,23396,"PAKENHAM SOUTH","CARDINIA","Soldiers"
"Artificial Turf",null,"Tennis (Outdoor)","Sutherland Park Recreation Reserve",2,"5. Very Good","6 - 10 Years",3808,"CARDIN11040","11 - 25 Years","Road","Unisex",145.411075999788,-37.9987529990761,1906,23397,"UPPER BEACONSFIELD","CARDINIA","Stoney Creek"
"Hard Court",null,"Tennis (Outdoor)","Sutherland Park Recreation Reserve",6,"5. Very Good","6 - 10 Years",3808,"CARDIN11040","11 - 25 Years","Road","Unisex",145.411075999788,-37.9987529990761,1907,23398,"UPPER BEACONSFIELD","CARDINIA","Stoney Creek"
"Artificial Turf",null,"Tennis (Outdoor)","Tynong North Reserve",4,"2. Poor",null,3813,"CARDIN11042","26 - 50 Years","Road",null,145.622515999945,-38.0819819987731,1908,23405,"TYNONG","CARDINIA","Tynong"
null,null,"Tennis (Outdoor)","Tynong Recreation Reserve",6,"5. Very Good","N/A",3813,"CARDIN11043","11 - 25 Years","Road",null,145.627034999601,-38.0878419994918,1909,23407,"TYNONG","CARDINIA","Park"
"Hard Court",null,"Tennis (Outdoor)","Worrell Reserve",7,"4. Good","1 - 5 Years",3782,"CARDIN11046","26 - 50 Years","Road",null,145.446333000126,-37.9283639987356,1910,23416,"EMERALD","CARDINIA","Belgrave-Gembrook"
"Asphalt",null,"Tennis (Outdoor)","Yannathan Recreation Reserve",3,"3. Average","N/A",3981,"CARDIN11047","11 - 25 Years","Road",null,145.639128000204,-38.2270649988932,1911,23417,"YANNATHAN","CARDINIA","Heads"
"Grass",null,"AFL (Indoor)","Casey Indoor Leisure Centre",1,"4. Good","1 - 5 Years",3977,"CASEYC12249","26 - 50 Years","Drive","Female, Male",145.294045000082,-38.1127719991578,1912,20206,"CRANBOURNE","CASEY","New Holland"
"Synthetic Running Track","160","Athletics","Casey Fields",1,"5. Very Good","1 - 5 Years",3977,"CASEYC12260","0 - 5 Years","Road","Female, Male",145.312021000478,-38.1219789994353,1913,20234,"CRANBOURNE EAST","CASEY","Berwick-Cranbourne"
"Grass Running Track",null,"Athletics","Edwin Flack Recreation Reserve",1,"3. Average","1 - 5 Years",3806,"CASEYC12244","11 - 25 Years","Road",null,145.3631999995,-38.029053999312,1914,20190,"BERWICK","CASEY","Manuka"
"Grass Running Track",null,"Athletics","Lawson Poole Recreation Reserve,",1,null,null,3977,"CASEYC12259",null,"Avenue",null,145.274553000007,-38.0835259988318,1915,20221,"CRANBOURNE","CASEY","Lesdon"
"Grass",null,"Australian Rules Football","Arch Brown Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12242","26 - 50 Years","Road","Umpire/Officials, Unisex",145.354874000036,-38.0279509989641,1916,20186,"BERWICK","CASEY","Buchanan"
"Grass",null,"Australian Rules Football","Banjo Patterson Park",1,"5. Very Good","N/A",3975,"CASEYC12299","0 - 5 Years","Drive","Unisex",145.249870000379,-38.0565589993304,1917,20325,"LYNBROOK","CASEY","Patterson"
"Grass",null,"Australian Rules Football","Barry Simon Recreation Reserve",1,"3. Average","1 - 5 Years",3802,"CASEYC12270","11 - 25 Years","Drive","Male, Umpire/Officials",145.264226999556,-37.9676769993087,1918,20263,"ENDEAVOUR HILLS","CASEY","Gleneagles"
"Grass","35","Australian Rules Football","Berwick Fields Primary School",1,null,"1 - 5 Years",3806,"CASEYC5581",null,"Drive",null,145.354200000043,-38.0454029990326,1919,27943,"BERWICK","CASEY","Gwendoline"
"Grass",null,"Australian Rules Football","Berwick Fields Recreation Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12235","6 - 10 Years","Drive","Unisex",145.332572999638,-38.0484549989502,1920,20177,"BERWICK","CASEY","Gwendolin"
"Grass",null,"Australian Rules Football","Berwick Springs Recreation Reserve,",1,"5. Very Good","N/A",3805,"CASEYC12314","0 - 5 Years","Promenade","Umpire/Officials, Unisex",145.315222999661,-38.0709849989932,1921,20359,"NARRE WARREN SOUTH","CASEY","Berwick Springs"
"Grass",null,"Australian Rules Football","Berwick Springs Reserve",1,null,"1 - 5 Years",null,"CASEYC5582",null,null,null,145.315377999877,-38.0713459995201,1922,27945,null,"CASEY",null
"Grass",null,"Australian Rules Football","Cairns Road Recreation Reserve,",1,"5. Very Good","1 - 5 Years",3976,"CASEYC12293","11 - 25 Years","Road","Unisex",145.258922999494,-38.0374589987616,1923,20309,"HAMPTON PARK","CASEY","Cairns"
"Grass","41","Australian Rules Football","Carlisle Park Reserve",1,null,"1 - 5 Years",3977,"CASEYC5583","0 - 5 Years","Boulevard",null,145.292501999466,-38.086519999197,1924,27948,"CRANBOURNE","CASEY","Majestic"
"Grass","160","Australian Rules Football","Casey Fields",4,"5. Very Good","1 - 5 Years",3977,"CASEYC12260","6 - 10 Years","Road","Umpire/Officials, Unisex",145.312021000478,-38.1219789994353,1925,20233,"CRANBOURNE EAST","CASEY","Berwick-Cranbourne"
"Grass","160","Australian Rules Football","Casey Fields",1,"5. Very Good","1 - 5 Years",3977,"CASEYC12260","6 - 10 Years","Road","Male, Umpire/Officials",145.312021000478,-38.1219789994353,1926,20226,"CRANBOURNE EAST","CASEY","Berwick-Cranbourne"
"Grass",null,"Australian Rules Football","Charles Green Reserve",1,"4. Good","1 - 5 Years",3802,"CASEYC12271","11 - 25 Years","Drive","Male, Umpire/Officials",145.251994999855,-37.9857649994737,1927,20265,"ENDEAVOUR HILLS","CASEY","James Cook"
"Grass",null,"Australian Rules Football","Clyde Recreation Reserve",1,null,"1 - 5 Years",3978,"CASEYC12246",null,"Road",null,145.328291000442,-38.1199399991388,1928,20196,"CLYDE","CASEY","Patterson"
"Grass",null,"Australian Rules Football","Cranbourne Recreation Reserve",1,"3. Average","N/A",3977,"CASEYC12247","26 - 50 Years","Street","Umpire/Officials, Unisex",145.283636999578,-38.1175679989663,1929,20199,"CRANBOURNE","CASEY","Sladen"
"Grass",null,"Australian Rules Football","Edwin Flack Recreation Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12244","26 - 50 Years","Road","Umpire/Officials, Unisex",145.3631999995,-38.029053999312,1930,20191,"BERWICK","CASEY","Manuka"
"Grass",null,"Australian Rules Football","Glover Recreation Reserve",1,"3. Average","1 - 5 Years",null,"CASEYC12263","11 - 25 Years","Road","Male, Umpire/Officials",145.302597999753,-38.1565819991295,1931,20241,"DEAVON MEADOWS","CASEY","Cross"
"Grass",null,"Australian Rules Football","Glover Recreation Reserve,",1,null,null,null,"CASEYC12264",null,"Road",null,145.302326999498,-38.1569699989364,1932,20247,"DEAVON MEADOWS","CASEY","Browns"
"Grass",null,"Australian Rules Football","Hallam Recreation Reserve,",1,"5. Very Good","< 1 Years",3803,"CASEYC12292","26 - 50 Years","Road","Umpire/Officials, Unisex",145.269167000473,-38.0016979993429,1933,20305,"HALLAM","CASEY","Frawley"
"Grass",null,"Australian Rules Football","J & P Cam Recreation Reserve,",2,"3. Average","Upgrade in progress",3977,"CASEYC12257","11 - 25 Years","Street","Umpire/Officials, Unisex",145.271077000281,-38.1027139994825,1934,20218,"CRANBOURNE","CASEY","Claredon"
null,null,"Bocce","Sydney Pargeter Rec. Reserve,",2,"5. Very Good","N/A",3802,"CASEYC12276","0 - 5 Years","Road",null,145.249235000514,-37.9647739994297,1971,20276,"ENDEAVOUR HILLS","CASEY","Power"
"Grass",null,"Australian Rules Football","Kalora Park Rec. Reserve,",1,"3. Average","1 - 5 Years",3805,"CASEYC12310","26 - 50 Years","Road","Umpire/Officials, Unisex",145.305369000424,-37.9910779992561,1935,20351,"NARRE WARREN NORTH","CASEY","Fox"
"Grass",null,"Australian Rules Football","Lawson Poole Recreation Reserve,",1,"3. Average","1 - 5 Years",3977,"CASEYC12259","11 - 25 Years","Avenue","Male",145.274553000007,-38.0835259988318,1936,20222,"CRANBOURNE","CASEY","Lesdon"
"Grass",null,"Australian Rules Football","Max Pawsey Recreation Reserve",2,"4. Good","1 - 5 Years",3805,"CASEYC12306","11 - 25 Years","Drive","Umpire/Officials, Unisex",145.298057000533,-38.017491998901,1937,20336,"NARRE WARREN","CASEY","Magid"
"Grass",null,"Australian Rules Football","Narre Warren Nth Recreation Reserve,",2,"5. Very Good","N/A",3805,"CASEYC12311","0 - 5 Years","Road","Unisex",145.288203000197,-37.9876249987708,1938,20354,"NARRE WARREN NORTH","CASEY","Belgrave-hallam"
"Grass",null,"Australian Rules Football","Pearcedale Recreation Reserve,",2,"4. Good","1 - 5 Years",3912,"CASEYC12321","26 - 50 Years","Road","Male, Umpire/Officials",145.228466999606,-38.203519998901,1939,20369,"PEARCEDALE","CASEY","Baxter-Tooradin"
"Grass",null,"Australian Rules Football","Power Road Recreation Reserve,",1,"3. Average","1 - 5 Years",3177,"CASEYC12266","26 - 50 Years","Road","Male, Umpire/Officials",145.241123999715,-37.9804609995155,1940,20256,"DOVETON","CASEY","Power"
"Grass",null,"Australian Rules Football","Reid Robinson Rec. Reserve,",2,"2. Poor","< 1 Years",3802,"CASEYC12285","26 - 50 Years","Avenue","Male, Umpire/Officials",145.24294599994,-37.9967739991502,1941,20290,"EUMEMMERRING","CASEY","Oak"
"Grass",null,"Australian Rules Football","Robert Booth Recreation Reserve,",1,"5. Very Good","Upgrade in progress",3976,"CASEYC12295","26 - 50 Years","Road","Male, Umpire/Officials",145.258670999753,-38.030023999438,1942,20316,"HAMPTON PARK","CASEY","Sommerville"
"Grass","2920","Australian Rules Football","Rutter Park Reserve,",1,"4. Good","N/A",3980,"CASEYC12322","0 - 5 Years","Hwy",null,145.386443999687,-38.2165269994562,1943,20375,"TOORADIN","CASEY","South Gippsland"
"Grass",null,"Australian Rules Football","Singleton Recreation Reserve,",1,"5. Very Good","N/A",3802,"CASEYC12275","0 - 5 Years","Drive","Umpire/Officials, Unisex",145.270818999756,-37.9803069994927,1944,20271,"ENDEAVOUR HILLS","CASEY","Singleton"
"Grass",null,"Australian Rules Football","Strathaird Rec. Reserve,",2,"4. Good","N/A",3805,"CASEYC12316","6 - 10 Years","Drive","Umpire/Officials, Unisex",145.289838000142,-38.0622729991161,1945,20362,"NARRE WARREN SOUTH","CASEY","Strathaird"
"Grass",null,"Australian Rules Football","Sweeney Recreation Reserve,",3,"3. Average","Upgrade in progress",3805,"CASEYC12307","11 - 25 Years","Road","Male",145.327194000039,-38.039174999262,1946,20342,"NARRE WARREN","CASEY","Golf Links"
"Grass","68","Australian Rules Football","Tooradin Recreation Reserve,",1,"5. Very Good","N/A",3980,"CASEYC12323","0 - 5 Years","Hwy","Umpire/Officials, Unisex",145.375350000162,-38.2106689987679,1947,20377,"TOORADIN","CASEY","South Gippsland"
"Grass",null,"Australian Rules Football","Warneet Recreation Reserve,",1,"3. Average","N/A",3980,"CASEYC12324","11 - 25 Years","Road",null,145.313461000312,-38.2191449992739,1948,20381,"WARNEET","CASEY","Warneet"
"Wooden Flooring","79","Badminton","Berwick Leisure Centre",1,"3. Average","1 - 5 Years",3806,"CASEYC12236","11 - 25 Years","Road","Female, Male",145.365331999721,-38.0303189989215,1949,20179,"BERWICK","CASEY","Manuka"
"Wooden Flooring","10","Badminton","Endeavour Hills Leisure Centre",2,"4. Good","Upgrade in progress",3802,"CASEYC12277","11 - 25 Years","Boulevard","Female, Male",145.259784999677,-37.978587999294,1950,20277,"ENDEAVOUR HILLS","CASEY","Raymond MCMahon"
"Grass",null,"Baseball","Cyril Molyneaux Reserve",2,"4. Good","1 - 5 Years",3806,"CASEYC12243","11 - 25 Years","Street","Unisex",145.326314000145,-38.0301609991223,1951,20189,"BERWICK","CASEY","Mansfield"
"Asphalt",null,"Basketball","Banjo Patterson Park",1,null,null,3975,"CASEYC12299",null,"Drive",null,145.249870000379,-38.0565589993304,1952,20327,"LYNBROOK","CASEY","Patterson"
"Wooden Gymnasium",null,"Basketball","Casey Indoor Leisure Centre",null,null,null,3977,"CASEYC12249",null,"Drive",null,145.294045000082,-38.1127719991578,1953,27949,"CRANBOURNE","CASEY","New Holland"
"Asphalt",null,"Basketball","Glover Recreation Reserve,",1,null,null,null,"CASEYC12264",null,"Road",null,145.302326999498,-38.1569699989364,1954,20248,"DEAVON MEADOWS","CASEY","Browns"
"Asphalt",null,"Basketball","Lawson Poole Recreation Reserve,",1,null,null,3977,"CASEYC12259",null,"Avenue",null,145.274553000007,-38.0835259988318,1955,20225,"CRANBOURNE","CASEY","Lesdon"
"Asphalt",null,"Basketball","Max Pawsey Recreation Reserve",1,null,null,3805,"CASEYC12306",null,"Drive",null,145.298057000533,-38.017491998901,1956,20341,"NARRE WARREN","CASEY","Magid"
"Asphalt",null,"Basketball","Morning Mist Recreation Reserve,",1,null,null,3977,"CASEYC12262",null,"Road",null,145.232146999644,-38.1468679989681,1957,20238,"CRANBOURNE SOUTH","CASEY","Browns"
"Asphalt",null,"Basketball","Power Road Recreation Reserve,",1,null,null,3177,"CASEYC12266",null,"Road",null,145.241123999715,-37.9804609995155,1958,20259,"DOVETON","CASEY","Power"
"Asphalt",null,"Basketball","Warneet Recreation Reserve,",1,"3. Average","N/A",3980,"CASEYC12324","11 - 25 Years","Road",null,145.313461000312,-38.2191449992739,1959,20382,"WARNEET","CASEY","Warneet"
null,null,"Beach Volleyball","Casey Indoor Leisure Centre",1,"4. Good","1 - 5 Years",3977,"CASEYC12249","26 - 50 Years","Drive","Female, Male",145.294045000082,-38.1127719991578,1960,20207,"CRANBOURNE","CASEY","New Holland"
null,"14","Beach Volleyball","Cranbourne Indoor sports",null,null,null,3977,"CASEYC11287",null,"Street",null,145.286499999588,-38.104499998776,1961,26789,"CRANBOURNE","CASEY","Smethurst"
"Dirt",null,"BMX","Banjo Patterson Park",1,null,null,3975,"CASEYC12299",null,"Drive",null,145.249870000379,-38.0565589993304,1962,20328,"LYNBROOK","CASEY","Patterson"
"Dirt",null,"BMX","Cairns Road Recreation Reserve,",1,null,null,3976,"CASEYC12293",null,"Road",null,145.258922999494,-38.0374589987616,1963,20311,"HAMPTON PARK","CASEY","Cairns"
"Dirt",null,"BMX","Glover Recreation Reserve,",1,null,null,null,"CASEYC12264",null,"Road",null,145.302326999498,-38.1569699989364,1964,20249,"DEAVON MEADOWS","CASEY","Browns"
"Dirt",null,"BMX","Junction Village Recreation Reserve",1,"3. Average",null,3977,"CASEYC12298",null,"Road",null,145.293000999498,-38.1344169986506,1965,20324,"JUNCTION VILLAGE","CASEY","Sherwood"
"Dirt",null,"BMX","Kevin Adlard Reserve",1,null,null,3802,"CASEYC12288",null,"Avenue",null,145.25263100044,-37.9923759994175,1966,20298,"EUMEMMERRING","CASEY","Doveton"
"Dirt",null,"BMX","KM Reedy Recreation Reserve,",1,null,null,3976,"CASEYC12294",null,"Road",null,145.248478999634,-38.0231319987996,1967,20312,"HAMPTON PARK","CASEY","Pound"
"Dirt",null,"BMX","Pearcedale Recreation Reserve,",1,null,null,3912,"CASEYC12321",null,"Road",null,145.228466999606,-38.203519998901,1968,20373,"PEARCEDALE","CASEY","Baxter-Tooradin"
"Dirt",null,"BMX","Warneet Recreation Reserve,",1,"3. Average","N/A",3980,"CASEYC12324","11 - 25 Years","Road",null,145.313461000312,-38.2191449992739,1969,20383,"WARNEET","CASEY","Warneet"
null,null,"Bocce","Reid Robinson Rec. Reserve,",1,"3. Average","Upgrade in progress",3802,"CASEYC12285","6 - 10 Years","Avenue",null,145.24294599994,-37.9967739991502,1970,20291,"EUMEMMERRING","CASEY","Oak"
"Synthetic Pitch",null,"Cricket","Amberly Park Drive Reserve",1,null,null,3805,"CASEYC12313",null,"Drive",null,145.289441000495,-38.0459779988742,1972,20358,"NARRE WARREN SOUTH","CASEY","Amberly Park"
"Turf Pitch",null,"Cricket","Arch Brown Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12242","26 - 50 Years","Road","Umpire/Officials, Unisex",145.354874000036,-38.0279509989641,1973,20187,"BERWICK","CASEY","Buchanan"
"Synthetic Pitch",null,"Cricket","Banjo Patterson Park",1,"5. Very Good","N/A",3975,"CASEYC12299","0 - 5 Years","Drive","Unisex",145.249870000379,-38.0565589993304,1974,20326,"LYNBROOK","CASEY","Patterson"
"Synthetic Pitch",null,"Cricket","Barry Simon Recreation Reserve",1,"3. Average","1 - 5 Years",3802,"CASEYC12270","11 - 25 Years","Drive","Male, Umpire/Officials",145.264226999556,-37.9676769993087,1975,20264,"ENDEAVOUR HILLS","CASEY","Gleneagles"
"Artificial Turf","35","Cricket","Berwick Fields Primary School",1,null,"1 - 5 Years",3806,"CASEYC5581",null,"Drive",null,145.354200000043,-38.0454029990326,1976,27944,"BERWICK","CASEY","Gwendoline"
"Synthetic Pitch",null,"Cricket","Berwick Fields Recreation Reserve",1,"4. Good","1 - 5 Years",3806,"CASEYC12235","6 - 10 Years","Drive","Unisex",145.332572999638,-38.0484549989502,1977,20178,"BERWICK","CASEY","Gwendolin"
"Synthetic Pitch",null,"Cricket","Berwick Springs Recreation Reserve,",1,"5. Very Good","N/A",3805,"CASEYC12314","0 - 5 Years","Promenade","Umpire/Officials, Unisex",145.315222999661,-38.0709849989932,1978,20360,"NARRE WARREN SOUTH","CASEY","Berwick Springs"
"Synthetic Pitch",null,"Cricket","Berwick Springs Reserve",1,null,"1 - 5 Years",null,"CASEYC5582",null,null,null,145.315377999877,-38.0713459995201,1979,27946,null,"CASEY",null
"Synthetic Pitch",null,"Cricket","Cairns Road Recreation Reserve,",1,"5. Very Good","1 - 5 Years",3976,"CASEYC12293","11 - 25 Years","Road","Unisex",145.258922999494,-38.0374589987616,1980,20310,"HAMPTON PARK","CASEY","Cairns"
"Turf Pitch","41","Cricket","Carlisle Park Reserve",1,null,"1 - 5 Years",3977,"CASEYC5583","0 - 5 Years","Boulevard",null,145.292501999466,-38.086519999197,1981,27947,"CRANBOURNE","CASEY","Majestic"
"Turf Pitch","160","Cricket","Casey Fields",3,"5. Very Good","1 - 5 Years",3977,"CASEYC12260","6 - 10 Years","Road","Umpire/Officials, Unisex",145.312021000478,-38.1219789994353,1982,20227,"CRANBOURNE EAST","CASEY","Berwick-Cranbourne"
"Synthetic Pitch","160","Cricket","Casey Fields",1,"5. Very Good","1 - 5 Years",3977,"CASEYC12260","6 - 10 Years","Road","Umpire/Officials, Unisex",145.312021000478,-38.1219789994353,1983,20235,"CRANBOURNE EAST","CASEY","Berwick-Cranbourne"
"Synthetic Pitch",null,"Cricket","Charles Green Reserve",1,"4. Good","1 - 5 Years",3802,"CASEYC12271","11 - 25 Years","Drive","Male, Umpire/Officials",145.251994999855,-37.9857649994737,1984,20266,"ENDEAVOUR HILLS","CASEY","James Cook"
"Synthetic Pitch",null,"Cricket","Clyde Recreation Reserve",1,"3. Average","1 - 5 Years",3978,"CASEYC12246","26 - 50 Years","Road","Umpire/Officials, Unisex",145.328291000442,-38.1199399991388,1985,20197,"CLYDE","CASEY","Patterson"
